student_id,admin_session_id,accuracy,avg_confidence,low_conf_ratio,high_conf_wrong_ratio,V1a,V1b,V1c,V2a,V2b,X1,V3a,V3b
S032,2026-02-11-AM-01,0.0,4.25,0.0,1.0,1.0,0.0,0.0,0.9,0.0,0.7,0.0,1.0
